period,gaslimit,transactionpool,connection,position
6,15500000,2048 2048 3072 2048,ring,8
6,15500000,2048 2048 3072 2048,ring,9
6,15500000,2048 2048 3072 2048,ring,10
6,15500000,2048 2048 3072 2048,tree,5
6,15500000,2048 2048 3072 2048,tree,6
6,15500000,2048 2048 3072 2048,tree,7
6,15500000,2048 2048 3072 2048,tree,8
6,15500000,2048 2048 3072 2048,tree,9
6,15500000,2048 2048 3072 2048,tree,10
6,15500000,2048 2048 3072 2048,random,5
6,15500000,2048 2048 3072 2048,random,6
6,15500000,2048 2048 3072 2048,random,7
6,15500000,2048 2048 3072 2048,random,8
6,15500000,2048 2048 3072 2048,random,9
6,15500000,2048 2048 3072 2048,random,10
6,15500000,5120 2048 3072 2048,ring,5
6,15500000,5120 2048 3072 2048,ring,6
6,15500000,5120 2048 3072 2048,ring,7
6,15500000,5120 2048 3072 2048,ring,8
6,15500000,5120 2048 3072 2048,ring,9
6,15500000,5120 2048 3072 2048,ring,10
6,15500000,5120 2048 3072 2048,tree,5
6,15500000,5120 2048 3072 2048,tree,6
6,15500000,5120 2048 3072 2048,tree,7
6,15500000,5120 2048 3072 2048,tree,8
6,15500000,5120 2048 3072 2048,tree,9
6,15500000,5120 2048 3072 2048,tree,10
6,15500000,5120 2048 3072 2048,random,5
6,15500000,5120 2048 3072 2048,random,6
6,15500000,5120 2048 3072 2048,random,7
6,15500000,5120 2048 3072 2048,random,8
6,15500000,5120 2048 3072 2048,random,9
6,15500000,5120 2048 3072 2048,random,10
6,16000000,1024 2048 3072 2048,ring,5
6,16000000,1024 2048 3072 2048,ring,6
6,16000000,1024 2048 3072 2048,ring,7
6,16000000,1024 2048 3072 2048,ring,8
6,16000000,1024 2048 3072 2048,ring,9
6,16000000,1024 2048 3072 2048,ring,10
6,16000000,1024 2048 3072 2048,tree,5
6,16000000,1024 2048 3072 2048,tree,6
6,16000000,1024 2048 3072 2048,tree,7
6,16000000,1024 2048 3072 2048,tree,8
6,16000000,1024 2048 3072 2048,tree,9
6,16000000,1024 2048 3072 2048,tree,10
6,16000000,1024 2048 3072 2048,random,5
6,16000000,1024 2048 3072 2048,random,6
6,16000000,1024 2048 3072 2048,random,7
6,16000000,1024 2048 3072 2048,random,8
6,16000000,1024 2048 3072 2048,random,9
6,16000000,1024 2048 3072 2048,random,10
6,16000000,2048 2048 3072 2048,ring,5
6,16000000,2048 2048 3072 2048,ring,6
6,16000000,2048 2048 3072 2048,ring,7
6,16000000,2048 2048 3072 2048,ring,8
6,16000000,2048 2048 3072 2048,ring,9
6,16000000,2048 2048 3072 2048,ring,10
6,16000000,2048 2048 3072 2048,tree,5
6,16000000,2048 2048 3072 2048,tree,6
6,16000000,2048 2048 3072 2048,tree,7
6,16000000,2048 2048 3072 2048,tree,8
6,16000000,2048 2048 3072 2048,tree,9
6,16000000,2048 2048 3072 2048,tree,10
6,16000000,2048 2048 3072 2048,random,5
6,16000000,2048 2048 3072 2048,random,6
6,16000000,2048 2048 3072 2048,random,7
6,16000000,2048 2048 3072 2048,random,8
6,16000000,2048 2048 3072 2048,random,9
6,16000000,2048 2048 3072 2048,random,10
6,16000000,5120 2048 3072 2048,ring,5
6,16000000,5120 2048 3072 2048,ring,6
6,16000000,5120 2048 3072 2048,ring,7
6,16000000,5120 2048 3072 2048,ring,8
6,16000000,5120 2048 3072 2048,ring,9
6,16000000,5120 2048 3072 2048,ring,10
6,16000000,5120 2048 3072 2048,tree,5
6,16000000,5120 2048 3072 2048,tree,6
6,16000000,5120 2048 3072 2048,tree,7
6,16000000,5120 2048 3072 2048,tree,8
6,16000000,5120 2048 3072 2048,tree,9
6,16000000,5120 2048 3072 2048,tree,10
6,16000000,5120 2048 3072 2048,random,5
6,16000000,5120 2048 3072 2048,random,6
6,16000000,5120 2048 3072 2048,random,7
6,16000000,5120 2048 3072 2048,random,8
6,16000000,5120 2048 3072 2048,random,9
6,16000000,5120 2048 3072 2048,random,10
6,16500000,1024 2048 3072 2048,ring,5
6,16500000,1024 2048 3072 2048,ring,6
6,16500000,1024 2048 3072 2048,ring,7
6,16500000,1024 2048 3072 2048,ring,8
6,16500000,1024 2048 3072 2048,ring,9
6,16500000,1024 2048 3072 2048,ring,10
6,16500000,1024 2048 3072 2048,tree,5
6,16500000,1024 2048 3072 2048,tree,6
6,16500000,1024 2048 3072 2048,tree,7
6,16500000,1024 2048 3072 2048,tree,8
6,16500000,1024 2048 3072 2048,tree,9
6,16500000,1024 2048 3072 2048,tree,10
6,16500000,1024 2048 3072 2048,random,5
6,16500000,1024 2048 3072 2048,random,6
6,16500000,1024 2048 3072 2048,random,7
6,16500000,1024 2048 3072 2048,random,8
6,16500000,1024 2048 3072 2048,random,9
6,16500000,1024 2048 3072 2048,random,10
6,16500000,2048 2048 3072 2048,ring,5
6,16500000,2048 2048 3072 2048,ring,6
6,16500000,2048 2048 3072 2048,ring,7
6,16500000,2048 2048 3072 2048,ring,8
6,16500000,2048 2048 3072 2048,ring,9
6,16500000,2048 2048 3072 2048,ring,10
6,16500000,2048 2048 3072 2048,tree,5
6,16500000,2048 2048 3072 2048,tree,6
6,16500000,2048 2048 3072 2048,tree,7
6,16500000,2048 2048 3072 2048,tree,8
6,16500000,2048 2048 3072 2048,tree,9
6,16500000,2048 2048 3072 2048,tree,10
6,16500000,2048 2048 3072 2048,random,5
6,16500000,2048 2048 3072 2048,random,6
6,16500000,2048 2048 3072 2048,random,7
6,16500000,2048 2048 3072 2048,random,8
6,16500000,2048 2048 3072 2048,random,9
6,16500000,2048 2048 3072 2048,random,10
6,16500000,5120 2048 3072 2048,ring,5
6,16500000,5120 2048 3072 2048,ring,6
6,16500000,5120 2048 3072 2048,ring,7
6,16500000,5120 2048 3072 2048,ring,8
6,16500000,5120 2048 3072 2048,ring,9
6,16500000,5120 2048 3072 2048,ring,10
6,16500000,5120 2048 3072 2048,tree,5
6,16500000,5120 2048 3072 2048,tree,6
6,16500000,5120 2048 3072 2048,tree,7
6,16500000,5120 2048 3072 2048,tree,8
6,16500000,5120 2048 3072 2048,tree,9
6,16500000,5120 2048 3072 2048,tree,10
6,16500000,5120 2048 3072 2048,random,5
6,16500000,5120 2048 3072 2048,random,6
6,16500000,5120 2048 3072 2048,random,7
6,16500000,5120 2048 3072 2048,random,8
6,16500000,5120 2048 3072 2048,random,9
6,16500000,5120 2048 3072 2048,random,10
6,17000000,1024 2048 3072 2048,ring,5
6,17000000,1024 2048 3072 2048,ring,6
6,17000000,1024 2048 3072 2048,ring,7
6,17000000,1024 2048 3072 2048,ring,8
6,17000000,1024 2048 3072 2048,ring,9
6,17000000,1024 2048 3072 2048,ring,10
6,17000000,1024 2048 3072 2048,tree,5
6,17000000,1024 2048 3072 2048,tree,6
6,17000000,1024 2048 3072 2048,tree,7
6,17000000,1024 2048 3072 2048,tree,8
6,17000000,1024 2048 3072 2048,tree,9
6,17000000,1024 2048 3072 2048,tree,10
6,17000000,1024 2048 3072 2048,random,5
6,17000000,1024 2048 3072 2048,random,6
6,17000000,1024 2048 3072 2048,random,7
6,17000000,1024 2048 3072 2048,random,8
6,17000000,1024 2048 3072 2048,random,9
6,17000000,1024 2048 3072 2048,random,10
6,17000000,2048 2048 3072 2048,ring,5
6,17000000,2048 2048 3072 2048,ring,6
6,17000000,2048 2048 3072 2048,ring,7
6,17000000,2048 2048 3072 2048,ring,8
6,17000000,2048 2048 3072 2048,ring,9
6,17000000,2048 2048 3072 2048,ring,10
6,17000000,2048 2048 3072 2048,tree,5
6,17000000,2048 2048 3072 2048,tree,6
6,17000000,2048 2048 3072 2048,tree,7
6,17000000,2048 2048 3072 2048,tree,8
6,17000000,2048 2048 3072 2048,tree,9
6,17000000,2048 2048 3072 2048,tree,10
6,17000000,2048 2048 3072 2048,random,5
6,17000000,2048 2048 3072 2048,random,6
6,17000000,2048 2048 3072 2048,random,7
6,17000000,2048 2048 3072 2048,random,8
6,17000000,2048 2048 3072 2048,random,9
6,17000000,2048 2048 3072 2048,random,10
6,17000000,5120 2048 3072 2048,ring,5
6,17000000,5120 2048 3072 2048,ring,6
6,17000000,5120 2048 3072 2048,ring,7
6,17000000,5120 2048 3072 2048,ring,8
6,17000000,5120 2048 3072 2048,ring,9
6,17000000,5120 2048 3072 2048,ring,10
6,17000000,5120 2048 3072 2048,tree,5
6,17000000,5120 2048 3072 2048,tree,6
6,17000000,5120 2048 3072 2048,tree,7
6,17000000,5120 2048 3072 2048,tree,8
6,17000000,5120 2048 3072 2048,tree,9
6,17000000,5120 2048 3072 2048,tree,10
6,17000000,5120 2048 3072 2048,random,5
6,17000000,5120 2048 3072 2048,random,6
6,17000000,5120 2048 3072 2048,random,7
6,17000000,5120 2048 3072 2048,random,8
6,17000000,5120 2048 3072 2048,random,9
6,17000000,5120 2048 3072 2048,random,10
6,17500000,1024 2048 3072 2048,ring,5
6,17500000,1024 2048 3072 2048,ring,6
6,17500000,1024 2048 3072 2048,ring,7
6,17500000,1024 2048 3072 2048,ring,8
6,17500000,1024 2048 3072 2048,ring,9
6,17500000,1024 2048 3072 2048,ring,10
6,17500000,1024 2048 3072 2048,tree,5
6,17500000,1024 2048 3072 2048,tree,6
6,17500000,1024 2048 3072 2048,tree,7
6,17500000,1024 2048 3072 2048,tree,8
6,17500000,1024 2048 3072 2048,tree,9
6,17500000,1024 2048 3072 2048,tree,10
6,17500000,1024 2048 3072 2048,random,5
6,17500000,1024 2048 3072 2048,random,6
6,17500000,1024 2048 3072 2048,random,7
6,17500000,1024 2048 3072 2048,random,8
6,17500000,1024 2048 3072 2048,random,9
6,17500000,1024 2048 3072 2048,random,10
6,17500000,2048 2048 3072 2048,ring,5
6,17500000,2048 2048 3072 2048,ring,6
6,17500000,2048 2048 3072 2048,ring,7
6,17500000,2048 2048 3072 2048,ring,8
6,17500000,2048 2048 3072 2048,ring,9
6,17500000,2048 2048 3072 2048,ring,10
6,17500000,2048 2048 3072 2048,tree,5
6,17500000,2048 2048 3072 2048,tree,6
6,17500000,2048 2048 3072 2048,tree,7
6,17500000,2048 2048 3072 2048,tree,8
6,17500000,2048 2048 3072 2048,tree,9
6,17500000,2048 2048 3072 2048,tree,10
6,17500000,2048 2048 3072 2048,random,5
6,17500000,2048 2048 3072 2048,random,6
6,17500000,2048 2048 3072 2048,random,7
6,17500000,2048 2048 3072 2048,random,8
6,17500000,2048 2048 3072 2048,random,9
6,17500000,2048 2048 3072 2048,random,10
6,17500000,5120 2048 3072 2048,ring,5
6,17500000,5120 2048 3072 2048,ring,6
6,17500000,5120 2048 3072 2048,ring,7
6,17500000,5120 2048 3072 2048,ring,8
6,17500000,5120 2048 3072 2048,ring,9
6,17500000,5120 2048 3072 2048,ring,10
6,17500000,5120 2048 3072 2048,tree,5
6,17500000,5120 2048 3072 2048,tree,6
6,17500000,5120 2048 3072 2048,tree,7
6,17500000,5120 2048 3072 2048,tree,8
6,17500000,5120 2048 3072 2048,tree,9
6,17500000,5120 2048 3072 2048,tree,10
6,17500000,5120 2048 3072 2048,random,5
6,17500000,5120 2048 3072 2048,random,6
6,17500000,5120 2048 3072 2048,random,7
6,17500000,5120 2048 3072 2048,random,8
6,17500000,5120 2048 3072 2048,random,9
6,17500000,5120 2048 3072 2048,random,10
6,18000000,1024 2048 3072 2048,ring,5
6,18000000,1024 2048 3072 2048,ring,6
6,18000000,1024 2048 3072 2048,ring,7
6,18000000,1024 2048 3072 2048,ring,8
6,18000000,1024 2048 3072 2048,ring,9
6,18000000,1024 2048 3072 2048,ring,10
6,18000000,1024 2048 3072 2048,tree,5
6,18000000,1024 2048 3072 2048,tree,6
6,18000000,1024 2048 3072 2048,tree,7
6,18000000,1024 2048 3072 2048,tree,8
6,18000000,1024 2048 3072 2048,tree,9
6,18000000,1024 2048 3072 2048,tree,10
6,18000000,1024 2048 3072 2048,random,5
6,18000000,1024 2048 3072 2048,random,6
6,18000000,1024 2048 3072 2048,random,7
6,18000000,1024 2048 3072 2048,random,8
6,18000000,1024 2048 3072 2048,random,9
6,18000000,1024 2048 3072 2048,random,10
6,18000000,2048 2048 3072 2048,ring,5
6,18000000,2048 2048 3072 2048,ring,6
6,18000000,2048 2048 3072 2048,ring,7
6,18000000,2048 2048 3072 2048,ring,8
6,18000000,2048 2048 3072 2048,ring,9
6,18000000,2048 2048 3072 2048,ring,10
6,18000000,2048 2048 3072 2048,tree,5
6,18000000,2048 2048 3072 2048,tree,6
6,18000000,2048 2048 3072 2048,tree,7
6,18000000,2048 2048 3072 2048,tree,8
6,18000000,2048 2048 3072 2048,tree,9
6,18000000,2048 2048 3072 2048,tree,10
6,18000000,2048 2048 3072 2048,random,5
6,18000000,2048 2048 3072 2048,random,6
6,18000000,2048 2048 3072 2048,random,7
6,18000000,2048 2048 3072 2048,random,8
6,18000000,2048 2048 3072 2048,random,9
6,18000000,2048 2048 3072 2048,random,10
6,18000000,5120 2048 3072 2048,ring,5
6,18000000,5120 2048 3072 2048,ring,6
6,18000000,5120 2048 3072 2048,ring,7
6,18000000,5120 2048 3072 2048,ring,8
6,18000000,5120 2048 3072 2048,ring,9
6,18000000,5120 2048 3072 2048,ring,10
6,18000000,5120 2048 3072 2048,tree,5
6,18000000,5120 2048 3072 2048,tree,6
6,18000000,5120 2048 3072 2048,tree,7
6,18000000,5120 2048 3072 2048,tree,8
6,18000000,5120 2048 3072 2048,tree,9
6,18000000,5120 2048 3072 2048,tree,10
6,18000000,5120 2048 3072 2048,random,5
6,18000000,5120 2048 3072 2048,random,6
6,18000000,5120 2048 3072 2048,random,7
6,18000000,5120 2048 3072 2048,random,8
6,18000000,5120 2048 3072 2048,random,9
6,18000000,5120 2048 3072 2048,random,10
6,18500000,1024 2048 3072 2048,ring,5
6,18500000,1024 2048 3072 2048,ring,6
6,18500000,1024 2048 3072 2048,ring,7
6,18500000,1024 2048 3072 2048,ring,8
6,18500000,1024 2048 3072 2048,ring,9
6,18500000,1024 2048 3072 2048,ring,10
6,18500000,1024 2048 3072 2048,tree,5
6,18500000,1024 2048 3072 2048,tree,6
6,18500000,1024 2048 3072 2048,tree,7
6,18500000,1024 2048 3072 2048,tree,8
6,18500000,1024 2048 3072 2048,tree,9
6,18500000,1024 2048 3072 2048,tree,10
6,18500000,1024 2048 3072 2048,random,5
6,18500000,1024 2048 3072 2048,random,6
6,18500000,1024 2048 3072 2048,random,7
6,18500000,1024 2048 3072 2048,random,8
6,18500000,1024 2048 3072 2048,random,9
6,18500000,1024 2048 3072 2048,random,10
6,18500000,2048 2048 3072 2048,ring,5
6,18500000,2048 2048 3072 2048,ring,6
6,18500000,2048 2048 3072 2048,ring,7
6,18500000,2048 2048 3072 2048,ring,8
6,18500000,2048 2048 3072 2048,ring,9
6,18500000,2048 2048 3072 2048,ring,10
6,18500000,2048 2048 3072 2048,tree,5
6,18500000,2048 2048 3072 2048,tree,6
6,18500000,2048 2048 3072 2048,tree,7
6,18500000,2048 2048 3072 2048,tree,8
6,18500000,2048 2048 3072 2048,tree,9
6,18500000,2048 2048 3072 2048,tree,10
6,18500000,2048 2048 3072 2048,random,5
6,18500000,2048 2048 3072 2048,random,6
6,18500000,2048 2048 3072 2048,random,7
6,18500000,2048 2048 3072 2048,random,8
6,18500000,2048 2048 3072 2048,random,9
6,18500000,2048 2048 3072 2048,random,10
6,18500000,5120 2048 3072 2048,ring,5
6,18500000,5120 2048 3072 2048,ring,6
6,18500000,5120 2048 3072 2048,ring,7
6,18500000,5120 2048 3072 2048,ring,8
6,18500000,5120 2048 3072 2048,ring,9
6,18500000,5120 2048 3072 2048,ring,10
6,18500000,5120 2048 3072 2048,tree,5
6,18500000,5120 2048 3072 2048,tree,6
6,18500000,5120 2048 3072 2048,tree,7
6,18500000,5120 2048 3072 2048,tree,8
6,18500000,5120 2048 3072 2048,tree,9
6,18500000,5120 2048 3072 2048,tree,10
6,18500000,5120 2048 3072 2048,random,5
6,18500000,5120 2048 3072 2048,random,6
6,18500000,5120 2048 3072 2048,random,7
6,18500000,5120 2048 3072 2048,random,8
6,18500000,5120 2048 3072 2048,random,9
6,18500000,5120 2048 3072 2048,random,10
6,19000000,1024 2048 3072 2048,ring,5
6,19000000,1024 2048 3072 2048,ring,6
6,19000000,1024 2048 3072 2048,ring,7
6,19000000,1024 2048 3072 2048,ring,8
6,19000000,1024 2048 3072 2048,ring,9
6,19000000,1024 2048 3072 2048,ring,10
6,19000000,1024 2048 3072 2048,tree,5
6,19000000,1024 2048 3072 2048,tree,6
6,19000000,1024 2048 3072 2048,tree,7
6,19000000,1024 2048 3072 2048,tree,8
6,19000000,1024 2048 3072 2048,tree,9
6,19000000,1024 2048 3072 2048,tree,10
6,19000000,1024 2048 3072 2048,random,5
6,19000000,1024 2048 3072 2048,random,6
6,19000000,1024 2048 3072 2048,random,7
6,19000000,1024 2048 3072 2048,random,8
6,19000000,1024 2048 3072 2048,random,9
6,19000000,1024 2048 3072 2048,random,10
6,19000000,2048 2048 3072 2048,ring,5
6,19000000,2048 2048 3072 2048,ring,6
6,19000000,2048 2048 3072 2048,ring,7
6,19000000,2048 2048 3072 2048,ring,8
6,19000000,2048 2048 3072 2048,ring,9
6,19000000,2048 2048 3072 2048,ring,10
6,19000000,2048 2048 3072 2048,tree,5
6,19000000,2048 2048 3072 2048,tree,6
6,19000000,2048 2048 3072 2048,tree,7
6,19000000,2048 2048 3072 2048,tree,8
6,19000000,2048 2048 3072 2048,tree,9
6,19000000,2048 2048 3072 2048,tree,10
6,19000000,2048 2048 3072 2048,random,5
6,19000000,2048 2048 3072 2048,random,6
6,19000000,2048 2048 3072 2048,random,7
6,19000000,2048 2048 3072 2048,random,8
6,19000000,2048 2048 3072 2048,random,9
6,19000000,2048 2048 3072 2048,random,10
6,19000000,5120 2048 3072 2048,ring,5
6,19000000,5120 2048 3072 2048,ring,6
6,19000000,5120 2048 3072 2048,ring,7
6,19000000,5120 2048 3072 2048,ring,8
6,19000000,5120 2048 3072 2048,ring,9
6,19000000,5120 2048 3072 2048,ring,10
6,19000000,5120 2048 3072 2048,tree,5
6,19000000,5120 2048 3072 2048,tree,6
6,19000000,5120 2048 3072 2048,tree,7
6,19000000,5120 2048 3072 2048,tree,8
6,19000000,5120 2048 3072 2048,tree,9
6,19000000,5120 2048 3072 2048,tree,10
6,19000000,5120 2048 3072 2048,random,5
6,19000000,5120 2048 3072 2048,random,6
6,19000000,5120 2048 3072 2048,random,7
6,19000000,5120 2048 3072 2048,random,8
6,19000000,5120 2048 3072 2048,random,9
6,19000000,5120 2048 3072 2048,random,10
6,19500000,1024 2048 3072 2048,ring,5
6,19500000,1024 2048 3072 2048,ring,6
6,19500000,1024 2048 3072 2048,ring,7
6,19500000,1024 2048 3072 2048,ring,8
6,19500000,1024 2048 3072 2048,ring,9
6,19500000,1024 2048 3072 2048,ring,10
6,19500000,1024 2048 3072 2048,tree,5
6,19500000,1024 2048 3072 2048,tree,6
6,19500000,1024 2048 3072 2048,tree,7
6,19500000,1024 2048 3072 2048,tree,8
6,19500000,1024 2048 3072 2048,tree,9
6,19500000,1024 2048 3072 2048,tree,10
6,19500000,1024 2048 3072 2048,random,5
6,19500000,1024 2048 3072 2048,random,6
6,19500000,1024 2048 3072 2048,random,7
6,19500000,1024 2048 3072 2048,random,8
6,19500000,1024 2048 3072 2048,random,9
6,19500000,1024 2048 3072 2048,random,10
6,19500000,2048 2048 3072 2048,ring,5
6,19500000,2048 2048 3072 2048,ring,6
6,19500000,2048 2048 3072 2048,ring,7
6,19500000,2048 2048 3072 2048,ring,8
6,19500000,2048 2048 3072 2048,ring,9
6,19500000,2048 2048 3072 2048,ring,10
6,19500000,2048 2048 3072 2048,tree,5
6,19500000,2048 2048 3072 2048,tree,6
6,19500000,2048 2048 3072 2048,tree,7
6,19500000,2048 2048 3072 2048,tree,8
6,19500000,2048 2048 3072 2048,tree,9
6,19500000,2048 2048 3072 2048,tree,10
6,19500000,2048 2048 3072 2048,random,5
6,19500000,2048 2048 3072 2048,random,6
6,19500000,2048 2048 3072 2048,random,7
6,19500000,2048 2048 3072 2048,random,8
6,19500000,2048 2048 3072 2048,random,9
6,19500000,2048 2048 3072 2048,random,10
6,19500000,5120 2048 3072 2048,ring,5
6,19500000,5120 2048 3072 2048,ring,6
6,19500000,5120 2048 3072 2048,ring,7
6,19500000,5120 2048 3072 2048,ring,8
6,19500000,5120 2048 3072 2048,ring,9
6,19500000,5120 2048 3072 2048,ring,10
6,19500000,5120 2048 3072 2048,tree,5
6,19500000,5120 2048 3072 2048,tree,6
6,19500000,5120 2048 3072 2048,tree,7
6,19500000,5120 2048 3072 2048,tree,8
6,19500000,5120 2048 3072 2048,tree,9
6,19500000,5120 2048 3072 2048,tree,10
6,19500000,5120 2048 3072 2048,random,5
6,19500000,5120 2048 3072 2048,random,6
6,19500000,5120 2048 3072 2048,random,7
6,19500000,5120 2048 3072 2048,random,8
6,19500000,5120 2048 3072 2048,random,9
6,19500000,5120 2048 3072 2048,random,10
7,15000000,1024 2048 3072 2048,ring,5
7,15000000,1024 2048 3072 2048,ring,6
7,15000000,1024 2048 3072 2048,ring,7
7,15000000,1024 2048 3072 2048,ring,8
7,15000000,1024 2048 3072 2048,ring,9
7,15000000,1024 2048 3072 2048,ring,10
7,15000000,1024 2048 3072 2048,tree,5
7,15000000,1024 2048 3072 2048,tree,6
7,15000000,1024 2048 3072 2048,tree,7
7,15000000,1024 2048 3072 2048,tree,8
7,15000000,1024 2048 3072 2048,tree,9
7,15000000,1024 2048 3072 2048,tree,10
7,15000000,1024 2048 3072 2048,random,5
7,15000000,1024 2048 3072 2048,random,6
7,15000000,1024 2048 3072 2048,random,7
7,15000000,1024 2048 3072 2048,random,8
7,15000000,1024 2048 3072 2048,random,9
7,15000000,1024 2048 3072 2048,random,10
7,15000000,2048 2048 3072 2048,ring,5
7,15000000,2048 2048 3072 2048,ring,6
7,15000000,2048 2048 3072 2048,ring,7
7,15000000,2048 2048 3072 2048,ring,8
7,15000000,2048 2048 3072 2048,ring,9
7,15000000,2048 2048 3072 2048,ring,10
7,15000000,2048 2048 3072 2048,tree,5
7,15000000,2048 2048 3072 2048,tree,6
7,15000000,2048 2048 3072 2048,tree,7
7,15000000,2048 2048 3072 2048,tree,8
7,15000000,2048 2048 3072 2048,tree,9
7,15000000,2048 2048 3072 2048,tree,10
7,15000000,2048 2048 3072 2048,random,5
7,15000000,2048 2048 3072 2048,random,6
7,15000000,2048 2048 3072 2048,random,7
7,15000000,2048 2048 3072 2048,random,8
7,15000000,2048 2048 3072 2048,random,9
7,15000000,2048 2048 3072 2048,random,10
7,15000000,5120 2048 3072 2048,ring,5
7,15000000,5120 2048 3072 2048,ring,6
7,15000000,5120 2048 3072 2048,ring,7
7,15000000,5120 2048 3072 2048,ring,8
7,15000000,5120 2048 3072 2048,ring,9
7,15000000,5120 2048 3072 2048,ring,10
7,15000000,5120 2048 3072 2048,tree,5
7,15000000,5120 2048 3072 2048,tree,6
7,15000000,5120 2048 3072 2048,tree,7
7,15000000,5120 2048 3072 2048,tree,8
7,15000000,5120 2048 3072 2048,tree,9
7,15000000,5120 2048 3072 2048,tree,10
7,15000000,5120 2048 3072 2048,random,5
7,15000000,5120 2048 3072 2048,random,6
7,15000000,5120 2048 3072 2048,random,7
7,15000000,5120 2048 3072 2048,random,8
7,15000000,5120 2048 3072 2048,random,9
7,15000000,5120 2048 3072 2048,random,10
7,15500000,1024 2048 3072 2048,ring,5
7,15500000,1024 2048 3072 2048,ring,6
7,15500000,1024 2048 3072 2048,ring,7
7,15500000,1024 2048 3072 2048,ring,8
7,15500000,1024 2048 3072 2048,ring,9
7,15500000,1024 2048 3072 2048,ring,10
7,15500000,1024 2048 3072 2048,tree,5
7,15500000,1024 2048 3072 2048,tree,6
7,15500000,1024 2048 3072 2048,tree,7
7,15500000,1024 2048 3072 2048,tree,8
7,15500000,1024 2048 3072 2048,tree,9
7,15500000,1024 2048 3072 2048,tree,10
7,15500000,1024 2048 3072 2048,random,5
7,15500000,1024 2048 3072 2048,random,6
7,15500000,1024 2048 3072 2048,random,7
7,15500000,1024 2048 3072 2048,random,8
7,15500000,1024 2048 3072 2048,random,9
7,15500000,1024 2048 3072 2048,random,10
7,15500000,2048 2048 3072 2048,ring,5
7,15500000,2048 2048 3072 2048,ring,6
7,15500000,2048 2048 3072 2048,ring,7
7,15500000,2048 2048 3072 2048,ring,8
7,15500000,2048 2048 3072 2048,ring,9
7,15500000,2048 2048 3072 2048,ring,10
7,15500000,2048 2048 3072 2048,tree,5
7,15500000,2048 2048 3072 2048,tree,6
7,15500000,2048 2048 3072 2048,tree,7
7,15500000,2048 2048 3072 2048,tree,8
7,15500000,2048 2048 3072 2048,tree,9
7,15500000,2048 2048 3072 2048,tree,10
7,15500000,2048 2048 3072 2048,random,5
7,15500000,2048 2048 3072 2048,random,6
7,15500000,2048 2048 3072 2048,random,7
7,15500000,2048 2048 3072 2048,random,8
7,15500000,2048 2048 3072 2048,random,9
7,15500000,2048 2048 3072 2048,random,10
7,15500000,5120 2048 3072 2048,ring,5
7,15500000,5120 2048 3072 2048,ring,6
7,15500000,5120 2048 3072 2048,ring,7
7,15500000,5120 2048 3072 2048,ring,8
7,15500000,5120 2048 3072 2048,ring,9
7,15500000,5120 2048 3072 2048,ring,10
7,15500000,5120 2048 3072 2048,tree,5
7,15500000,5120 2048 3072 2048,tree,6
7,15500000,5120 2048 3072 2048,tree,7
7,15500000,5120 2048 3072 2048,tree,8
7,15500000,5120 2048 3072 2048,tree,9
7,15500000,5120 2048 3072 2048,tree,10
7,15500000,5120 2048 3072 2048,random,5
7,15500000,5120 2048 3072 2048,random,6
7,15500000,5120 2048 3072 2048,random,7
7,15500000,5120 2048 3072 2048,random,8
7,15500000,5120 2048 3072 2048,random,9
7,15500000,5120 2048 3072 2048,random,10
7,16000000,1024 2048 3072 2048,ring,5
7,16000000,1024 2048 3072 2048,ring,6
7,16000000,1024 2048 3072 2048,ring,7
7,16000000,1024 2048 3072 2048,ring,8
7,16000000,1024 2048 3072 2048,ring,9
7,16000000,1024 2048 3072 2048,ring,10
7,16000000,1024 2048 3072 2048,tree,5
7,16000000,1024 2048 3072 2048,tree,6
7,16000000,1024 2048 3072 2048,tree,7
7,16000000,1024 2048 3072 2048,tree,8
7,16000000,1024 2048 3072 2048,tree,9
7,16000000,1024 2048 3072 2048,tree,10
7,16000000,1024 2048 3072 2048,random,5
7,16000000,1024 2048 3072 2048,random,6
7,16000000,1024 2048 3072 2048,random,7
7,16000000,1024 2048 3072 2048,random,8
7,16000000,1024 2048 3072 2048,random,9
7,16000000,1024 2048 3072 2048,random,10
7,16000000,2048 2048 3072 2048,ring,5
7,16000000,2048 2048 3072 2048,ring,6
7,16000000,2048 2048 3072 2048,ring,7
7,16000000,2048 2048 3072 2048,ring,8
7,16000000,2048 2048 3072 2048,ring,9
7,16000000,2048 2048 3072 2048,ring,10
7,16000000,2048 2048 3072 2048,tree,5
7,16000000,2048 2048 3072 2048,tree,6
7,16000000,2048 2048 3072 2048,tree,7
7,16000000,2048 2048 3072 2048,tree,8
7,16000000,2048 2048 3072 2048,tree,9
7,16000000,2048 2048 3072 2048,tree,10
7,16000000,2048 2048 3072 2048,random,5
7,16000000,2048 2048 3072 2048,random,6
7,16000000,2048 2048 3072 2048,random,7
7,16000000,2048 2048 3072 2048,random,8
7,16000000,2048 2048 3072 2048,random,9
7,16000000,2048 2048 3072 2048,random,10
7,16000000,5120 2048 3072 2048,ring,5
7,16000000,5120 2048 3072 2048,ring,6
7,16000000,5120 2048 3072 2048,ring,7
7,16000000,5120 2048 3072 2048,ring,8
7,16000000,5120 2048 3072 2048,ring,9
7,16000000,5120 2048 3072 2048,ring,10
7,16000000,5120 2048 3072 2048,tree,5
